Rs_Sm3Sm3	P_bar	B_aq_m3Sm3	mu_aq_cP
0.106428423802954	1	1.02348048287084	0.435619665176826
0.106428423802954	8.43432665301749	1.0232155253648	0.435894280087165
0.106428423802954	71.1378660898012	1.02100737251772	0.438200828541362
0.106428423802954	600	1.00420813287754	0.456918388611802
0.155133228904494	1.24680437914745	1.02354440943866	0.435784768517385
0.215372912447484	1.55452115986126	1.02362338910783	0.435989942102159
0.28986580779911	1.93818378959239	1.02372094569114	0.436244734618646
0.381950118243321	2.4165360364564	1.0238413968116	0.436560920616256
0.495713811969902	3.01294771262146	1.023990015511	0.436952970724828
0.636145212578255	3.75655640223874	1.02417321487274	0.43743860209508
0.636145212578255	20.3818543002615	1.02358217600652	0.438054605626791
0.636145212578255	110.585318103973	1.02043344819857	0.441375484839022
0.636145212578255	600	1.00499918612173	0.458719006004996
0.809303583778201	4.68369097282565	1.02439875271834	0.438039407200927
1.02250584943074	5.83964641549241	1.0246759482841	0.438781549115009
1.28452015617859	7.28089672350865	1.02501589414123	0.439696493207897
1.60574801001465	9.07785391899091	1.02543163258475	0.440821714969293
1.99836234054978	11.3183080194587	1.02593824349596	0.442201275328087
2.47634640628167	14.1117160032008	1.02655275629785	0.443886080060936
2.47634640628167	49.2534854063857	1.02531178382873	0.445203119226977
2.47634640628167	171.907216962614	1.02109636138996	0.449755896810634
2.47634640628167	600	1.00774725292856	0.465072069312905
3.05534427844844	17.594549310076	1.02729374659307	0.445933527450413
3.75218293050031	21.9369611289285	1.02818040125356	0.448406084436275
4.58385299319921	27.3510992007354	1.02923072563251	0.451368100907783
5.56563439131315	34.1014702579733	1.03045841491134	0.454879861922808
6.70792176910268	42.5178624530077	1.03186771471949	0.458987487775481
6.70792176910268	102.745946810789	1.02977052560031	0.461304441510425
6.70792176910268	248.289283068105	1.02488020036816	0.466831821207463
6.70792176910268	600	1.01406648141019	0.479743179855238
8.01115095521278	53.0114570983989	1.03344536655021	0.463706854633317
9.45809397619295	66.094916855271	1.03514853484848	0.468999355014219
11.002859882152	82.4074317745386	1.03688772008122	0.474737599720957
12.5573007843756	102.745946810789	1.03850570323602	0.480663502301463
13.9869732644222	128.104096423343	1.03977068030163	0.486378105271405
15.1900186700989	159.720748407352	1.04049318121398	0.491601893500134
15.1900186700989	248.289283068105	1.03754695062662	0.495156616957647
15.1900186700989	385.970944296152	1.03314736282233	0.500599747269577
15.1900186700989	600	1.02673323166865	0.508851366068414
16.2472363698055	199.140528554995	1.04074933755267	0.496666156813057
17.2897307553546	248.289283068105	1.04068255835535	0.502080572875428
18.3919945001621	309.568165424695	1.04034359558088	0.508187227176885
19.6001379567349	385.970944296152	1.039733220101	0.515257573505461
20.9507535265919	481.230263572119	1.03883231667175	0.523558362455611
22.4774610496979	600	1.03761594306923	0.533376576927501
22.4774610496979	660	1.03590860357252	0.535751163804741
22.4774610496979	750	1.03342069714303	0.539270388794326
